name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
Homejoy, Hospitality ,39700000,operating,USA,SF Bay Area,4,1341100800,1267401600,1386201600
HomeLight, Real Estate ,1500000,operating,USA,SF Bay Area,1,1293840000,1352937600,1352937600
Homeloc, Online Rental ,131945,operating,FRA,Paris,1,1325376000,1332288000,1332288000
Home Online Income Systems, Consulting ,10000,operating,USA,Orlando,1,1349481600,1388966400,1388966400
Homeowners of America Holding, Health and Wellness ,4950000,operating,USA,Dallas,1,1104537600,1130803200,1130803200
HomeSav, E-Commerce ,1200000,acquired,CAN,Toronto,1,1262304000,1317081600,1317081600
Homesnap, Real Estate ,5500000,operating,USA,Washington D.C.,2,1201651200,1246406400,1344211200
HomeSpace, Property Management ,40000,operating,SGP,Central Region,1,1179360000,1196467200,1196467200
HomeSphere, SaaS ,2000000,operating,USA,Los Angeles,2,915148800,1023148800,1232409600
HomeStars, Home Renovation ,400000,operating,CAN,Toronto,1,1136073600,1249084800,1249084800
Home Team Therapy, Health Care ,20000,operating,USA,Boston,1,1317427200,1338508800,1338508800
HomeUnion Services, Real Estate ,5500000,operating,USA,Anaheim,1,1258070400,1410134400,1410134400
HomeViva, Curated Web ,40000,operating,GBR,Argyll and Bute,1,1301616000,1309478400,1309478400
HomeWellness, Clean Technology ,50000,operating,USA,Raleigh,1,1356998400,1379289600,1379289600
HomeZada, Sales and Marketing ,200000,operating,USA,Sacramento,1,1293840000,1300838400,1300838400
Homuork, Education ,135172,operating,ESP,Barcelona,1,1325376000,1380585600,1380585600
Hone and Strop, Wireless ,375000,operating,USA,Los Angeles,1,1347148800,1341360000,1341360000
Honest Buildings, Commercial Real Estate ,12250000,operating,USA,New York City,4,1293840000,1326931200,1386547200
Honey, Coupons ,80000,operating,USA,Los Angeles,1,1349049600,1328054400,1328054400
Honey, News ,1250000,operating,USA,New York City,1,1325376000,1370304000,1370304000
HoneyComb Corporation, Software ,125000,operating,USA,Portland. Oregon,1,1325376000,1396828800,1396828800
Honeycomb Security Solutions, Security ,911000,closed,GBR,Sheffield,1,1041379200,1185753600,1185753600
Honeywell, Manufacturing ,11400000,operating,USA,Newark,1,483062400,1256601600,1256601600
Hoodin, Communities ,475000,operating,SWE,Malmo,2,1346457600,1380585600,1398902400
hoohbe, Video ,25000,operating,JPN,Kochi,1,1356998400,1380240000,1380240000
Hooked Media Group, Games ,4500000,operating,USA,SF Bay Area,2,1199145600,1207008000,1241136000
Hookflash, Social Business ,1000000,operating,CAN,Calgary,1,1262304000,1298937600,1298937600
Hookipa Biotech, Biotechnology ,35305200,operating,AUT,Vienna,2,1309478400,1318896000,1383523200
HookLogic, E-Commerce ,23500000,operating,USA,New York City,2,1091318400,1315526400,1378684800
Hook Mobile, App Marketing ,962574,operating,USA,Washington D.C.,2,1136073600,1167609600,1320364800
Hoolux Medical, Heathcare ,645000,operating,IRL,Cork,2,1388534400,1395964800,1400716800
Hoopla, SaaS ,10800000,operating,USA,SF Bay Area,2,1230768000,1340150400,1392249600
Hooptap, Mobile ,707750,operating,ESP,Valencia,1,1310860800,1312588800,1312588800
Hoopz Planet Info, Content ,1000000,operating,IND,Pune,1,1301270400,1312156800,1312156800
Hoot.Me, Collaboration ,25000,operating,USA,New York City,1,1290556800,1304899200,1304899200
Hootsuite, Software ,224900000,operating,CAN,Vancouver,5,1227830400,1259625600,1409788800
hoozin, Messaging ,720000,operating,ISR,Haifa,1,1323388800,1322697600,1322697600
HoozOn, Software ,2624622,operating,USA,Jacksonville,3,1262304000,1300752000,1349222400
Hopper, Search ,21723709,operating,USA,Boston,3,1167609600,1167609600,1344988800
Hoppit, Search ,500000,acquired,USA,New York City,1,1293840000,1341100800,1341100800
Hopscotch, Apps ,2000000,closed,USA,SF Bay Area,2,1262304000,1301616000,1393113600
Hopscot.ch, Video Chat ,50000,closed,USA,Milwaukee,1,1291852800,1293840000,1293840000
hopscout, E-Commerce ,1300000,closed,USA,SF Bay Area,1,1301616000,1283299200,1283299200
hopTo, Cloud Data Services ,3390000,operating,USA,SF Bay Area,1,1325376000,1389571200,1389571200
Horizon Data Center Solutions, Consulting ,22652584,operating,USA,Dallas,4,1167609600,1259539200,1395014400
Horizon Discovery, Biotechnology ,50219097,operating,GBR,London,5,1167609600,1207526400,1370217600
Horizon Pharma, Health Care ,462000000,operating,USA,Chicago,3,1104537600,1248220800,1403136000
Horizon Wind Energy, Clean Technology ,318000000,acquired,USA,Houston,2,883612800,1259798400,1262044800
Horse Collaborative, Curated Web ,192394,operating,USA,Vermont,2,1262304000,1357603200,1393891200
Horse Creek Entertainment, E-Commerce ,697792,closed,SWE,Stockholm,1,599616000,1225238400,1225238400
Horsehead Holding, Manufacturing ,50000000,operating,USA,Pittsburgh,1,1041379200,1407974400,1407974400
Horse Sense Shoes, Hardware + Software ,770000,operating,USA,Detroit,3,1293840000,1337644800,1395014400
Hortonworks, Search ,248000000,operating,USA,SF Bay Area,5,1306886400,1306886400,1406160000
Hoseanna, E-Commerce ,250000,operating,USA,New York City,1,1293840000,1298851200,1298851200
Hospitalists Now, Hospitality ,2500000,operating,USA,Austin,1,1009843200,1360627200,1360627200
Host Analytics, SaaS ,60900000,operating,USA,SF Bay Area,6,978307200,1242345600,1364774400
Host Committee, Curated Web ,2500000,operating,USA,New York City,1,1320105600,1354320000,1354320000
Hosted America, Mobile ,500000,operating,USA,Raleigh,1,1356998400,1383696000,1383696000
Hostmonster, Web Hosting ,1262520,operating,USA,Salt Lake City,6,820454400,1259107200,1294272000
Hostway, Web Hosting ,110000000,operating,USA,Chicago,1,883612800,1269820800,1269820800
Hotalot, News ,252040,closed,SVN,Ljubljana,1,1227225600,1227225600,1227225600
Hotchalk, Education ,5000000,operating,USA,SF Bay Area,1,1072915200,1201478400,1201478400
HotClickVideo, Software ,525000,closed,USA,Anaheim,1,1246406400,1254700800,1254700800
Hot Dot, Biotechnology ,3556563,operating,USA,Boston,2,1293840000,1315267200,1374019200
HOTELbeat, Hospitality ,125000,operating,USA,San Diego,1,1297382400,1356912000,1356912000
Hotelcloud, Software ,1624000,operating,USA,New York City,1,1293840000,1393977600,1393977600
Hotelicopter, Search ,5000000,closed,USA,Washington D.C.,2,1149120000,1226880000,1301529600
HotelQuickly, Travel ,5660000,operating,HKG,Hong Kong Island,2,1325376000,1380067200,1404864000
hotelsmap.com, Travel ,5000,closed,ARE,Dubai,1,1276992000,1260403200,1260403200
HotelTonight, Hotels ,80685000,operating,USA,SF Bay Area,5,1291161600,1304985600,1391040000
HOTEL Top-Level Domain, Hospitality ,2068195,operating,DEU,Berlin,2,1223942400,1223856000,1293840000
Hotel Urbano, Hotels ,85000000,operating,BRA,Rio de Janeiro,4,1293840000,1298937600,1394323200
Hot Hotels, Mobile ,1000000,operating,ESP,Malaga,1,1322697600,1396310400,1396310400
Hotlease.Com, Software ,400000,operating,USA,Austin,1,1372636800,1383696000,1383696000
HotLink, Virtualization ,10000000,operating,USA,SF Bay Area,1,1262304000,1312848000,1312848000
Hotlist, Social Media ,1449998,closed,USA,New York City,4,1199145600,1209600000,1325376000
HotPads, Search ,2300000,acquired,USA,SF Bay Area,1,1115164800,1172707200,1172707200
Hot Potato, Social Media ,1420000,acquired,USA,New York City,1,1230768000,1259107200,1259107200
HourlyNerd, Consulting ,4750000,operating,USA,Boston,2,1356998400,1370044800,1395792000
HouseCall, Curated Web ,3000000,operating,USA,San Diego,2,1370044800,1387411200,1400544000
HouseFix, Communities ,149996,closed,USA,Philadelphia,1,1275350400,1331683200,1331683200
Househappy, Search ,3550000,operating,USA,Portland. ME,4,1298937600,1328659200,1406592000
House Party, Social Media Advertising ,9950000,operating,USA,Irvington,3,1104537600,1136073600,1327536000
Houserie, Real Estate ,250000,operating,USA,SF Bay Area,1,1356998400,1379289600,1379289600
HouseTab, Hospitality ,637500,operating,USA,New York City,4,1306886400,1351728000,1396224000
Housing.com, Real Estate ,39500000,operating,IND,Mumbai,3,1339027200,1370304000,1403136000
Houston Metro Ortho & Spine Surgery, Health and Wellness ,400000,operating,USA,Houston,1,1293840000,1307059200,1307059200
Houzz, Curated Web ,198600000,operating,USA,SF Bay Area,4,1230768000,1289433600,1401667200
Hoverink. INC, Consumer Electronics ,220000,operating,USA,Washington D.C.,2,1327968000,1332201600,1393113600
HowAboutWe, Curated Web ,22300000,operating,USA,New York City,3,1257033600,1283299200,1380067200
Howbuy, Finance ,4714510,operating,CHN,Shanghai,2,1183248000,1338508800,1385856000
Howcast, Photography ,11000000,operating,USA,New York City,3,1202256000,1201824000,1254700800
howsimple, Browser Extensions ,300000,operating,USA,Palm Springs,1,1208649600,1279065600,1279065600
HowStuffWorks, Curated Web ,75000000,acquired,USA,Atlanta,1,915148800,1176249600,1176249600
Hoyos Corporation, Enterprise Software ,40000000,closed,USA,New York City,1,1104537600,1286841600,1286841600
HPC Brasil, Software ,40000,operating,CHL,Santiago,1,1262304000,1328745600,1328745600
H_REL, Biotechnology ,9200000,operating,USA,Los Angeles,1,1104537600,1364947200,1364947200
HRsoft, Nonprofits ,250000,operating,USA,Orlando,1,946684800,1384732800,1384732800
HS Pharmaceuticals, Biotechnology ,8551655,operating,USA,Greenville. NC,1,1167609600,1237161600,1237161600
Hstry, K-12 Education ,18000,operating,USA,Boston,1,1364774400,1391990400,1391990400
HSTYLE, Fashion ,10000000,operating,CHN,Jinan,1,1199145600,1301616000,1301616000
HSystem, Hospitality ,500000,operating,BRA,Fortaleza,1,1341273600,1341273600,1341273600
HTG Molecular Diagnostics, Biotechnology ,47232377,operating,USA,Tucson,5,852076800,1298505600,1409270400
Huafeng Biotech, Biotechnology ,2929687,operating,CHN,Guangzhou,2,1136073600,1230768000,1259625600
Hua Kang, Fashion ,55000000,operating,CHN,Guangzhou,2,1151712000,1191196800,1191196800
Huayi Brothers Media Group, Entertainment ,69337442,operating,CHN,Beijing,1,757382400,1304208000,1304208000
Hubble Telemedical, Biotechnology ,950000,operating,USA,Knoxville,3,1293840000,1326240000,1393977600
Hubblr, Enterprise Software ,100000,operating,AUS,Sydney,1,1309392000,1317427200,1317427200
Hubbub, News ,300000,operating,AUT,Vienna,1,1293840000,1317945600,1317945600
hubbuzz.com, Curated Web ,750000,closed,USA,Denver,1,1172707200,1172707200,1172707200
HubCast, Enterprise Software ,12400000,operating,USA,Boston,2,1167609600,1193875200,1348790400
Hubei Kento Electronic, Manufacturing ,3918495,operating,CHN,Hubei,1,1041379200,1314835200,1314835200
Hubkick, Software ,112500,operating,USA,SF Bay Area,1,1293840000,1299456000,1299456000
Hublished, Internet Marketing ,150000,operating,USA,New York City,2,1340323200,1370995200,1374710400
HubPages, Curated Web ,8000000,operating,USA,SF Bay Area,2,1154736000,1186272000,1204502400
Hubspan, Software ,13000000,acquired,USA,Seattle,1,946684800,1129248000,1129248000
Hubsphere, Enterprise Software ,1434300,closed,GBR,London,1,1180656000,1261008000,1261008000
HubSpot, Software ,100500000,operating,USA,Boston,6,1149811200,1146441600,1352505600
Huckletree, Shared Services ,75596,operating,GBR,London,1,1383264000,1362096000,1362096000
Huddle, Collaboration ,38200000,operating,USA,SF Bay Area,3,1162339200,1194912000,1337817600
Huddlebuy, Small and Medium Businesses ,571740,operating,GBR,London,1,1293840000,1302480000,1302480000
Huddler, Advertising ,22750000,acquired,USA,SF Bay Area,3,1175385600,1209600000,1293840000
Hudl, Software ,1350000,operating,USA,Boston,1,1146787200,1264118400,1264118400
Hug Energy, Curated Web ,600000,operating,USA,SF Bay Area,1,1257033600,1283299200,1283299200
Hughes Telematics, Mobile ,67255150,acquired,USA,Atlanta,3,1167609600,1274313600,1319068800
Hugo & Debra Natural, Manufacturing ,4820000,operating,USA,Los Angeles,3,1136073600,1272240000,1306368000
HuJe labs, Internet Marketing ,25000,closed,PAK,Sindh,1,1136851200,1210809600,1210809600
Hukkster, Curated Web ,4500000,closed,USA,New York City,3,1333238400,1352851200,1394582400
Hulafrog, Consumers ,500000,operating,USA,Newark,1,1272672000,1369180800,1369180800
Hullabalu, Education ,1800000,operating,USA,New York City,1,1333238400,1369958400,1369958400
hulu, Entertainment ,100000000,operating,USA,Los Angeles,2,1172707200,1185926400,1241049600
Humacyte, Biotechnology ,37262373,operating,USA,Raleigh,1,1072915200,1390262400,1390262400
Humagade, Software ,10600000,operating,CAN,Quebec,1,1009843200,1160438400,1160438400
HumanCentric Performance, Biotechnology ,400000,operating,USA,San Diego,1,1262304000,1356825600,1356825600
Human Demand, Mobile ,1225000,acquired,USA,New York City,2,1328054400,1354492800,1363737600
Human Genome Research Institutes, Politics ,5300000,operating,USA,Washington D.C.,1,599616000,1376352000,1376352000
Human Longevity, Health and Wellness ,70000000,operating,USA,San Diego,1,1356998400,1393891200,1393891200
Human Network Labs, Curated Web ,50000,closed,USA,Philadelphia,1,1167609600,1273104000,1273104000
Humanoid, Video ,1100000,acquired,USA,SF Bay Area,2,1222819200,1275350400,1291161600
Human Performance Integrated Systems, Software ,350000,operating,USA,Austin,1,1267747200,1364515200,1364515200
HumansFirst Technology, Mobile Commerce ,350000,operating,USA,Phoenix,2,1356998400,1391040000,1394755200
Humble Bundle, Digital Media ,9180000,operating,USA,SF Bay Area,2,1267401600,1301616000,1303344000
Humedica, Health and Wellness ,63000000,acquired,USA,Boston,3,283996800,1254355200,1334534400
Hummock Island Shellfish, Organic Food ,750000,operating,USA,Hartford,1,1356998400,1388534400,1388534400
H-umus, Software ,508520,acquired,ITA,Roncade,1,1167609600,1151712000,1151712000
Hunch, Local ,19200000,acquired,USA,New York City,3,1188604800,1193875200,1268352000
Hundsun Technologies, Finance ,532000000,operating,CAN,Nova Scotia,1,788918400,1396396800,1396396800
Hungama Digital Media Entertainment Pvt. Ltd., Games ,40000000,operating,IND,Mumbai,1,922924800,1404432000,1404432000
HungerTime, E-Commerce ,1527043,operating,AUS,Sydney,1,1393632000,1293840000,1293840000
Hunite, Software ,2710014,operating,USA,SF Bay Area,1,1009843200,1390262400,1390262400
Hunt Country Hops, Hospitality ,2000,operating,USA,Albany. New York,1,1398816000,1398556800,1398556800
HuntForce, Software ,400000,operating,USA,Omaha,2,1370044800,1371254400,1380499200
Huodongxing, Advertising ,10000000,operating,CHN,Beijing,2,1293840000,1293840000,1394323200
Hurix Systems Private, Software ,5100000,operating,IND,Mumbai,1,978307200,1191369600,1191369600
Hurray!, Fashion ,4000000,acquired,CHN,Beijing,1,936144000,1046476800,1046476800
Hurricane Party, Location Based Services ,20000,operating,USA,Austin,1,1272672000,1272672000,1272672000
HuStream, Games ,125000,operating,CAN,Kelowna,1,1199145600,1378771200,1378771200
HUYA Bioscience International, Biotechnology ,12613293,operating,USA,San Diego,2,1072915200,1238976000,1333324800
HX Diagnostics, Biotechnology ,7800000,closed,USA,SF Bay Area,2,1136073600,1234828800,1254268800
Hyannis Port Research, Software ,2250000,operating,USA,Boston,1,1293840000,1309996800,1309996800
hyaqu, E-Commerce ,500000,closed,USA,Portland. Oregon,1,1311552000,1308960000,1308960000
Hybrent, Health Care ,500000,operating,USA,Chicago,1,1325376000,1402358400,1402358400
HybridCluster, Enterprise Software ,1000000,operating,GBR,Bristol,1,1199145600,1367798400,1367798400
Hybrid Paytech, Software ,300000,operating,CAN,Montreal,1,1199145600,1403136000,1403136000
Hybrid Security, Finance ,500000,operating,ISR,Tel Aviv,1,1262304000,1373414400,1373414400
hybris, Enterprise Software ,30000000,acquired,CAN,Montreal,1,852076800,1362441600,1362441600
Hydra Biosciences, Biotechnology ,22000000,operating,USA,Boston,1,978307200,1232064000,1232064000
Hydra Dx, Biotechnology ,1793750,operating,USA,Los Angeles,3,1199145600,1244160000,1374105600
Hydrelis, Clean Technology ,7810000,operating,FRA,Nord-Pas-de-Calais,2,1009843200,1275436800,1387670400
Hydrobee, Hardware + Software ,12000,operating,USA,Seattle,1,1378252800,1379376000,1379376000
Hydrocapsule, Biotechnology ,25000,operating,USA,Atlanta,1,1262304000,1282608000,1282608000
HydroNovation, Manufacturing ,3429998,operating,JPN,Kochi,2,1104537600,1291161600,1327276800
HydroPoint Data Systems, Agriculture ,40094161,operating,USA,Napa Valley,4,1009843200,1100131200,1355443200
Hygia Health Services, Biotechnology ,3499976,operating,USA,Birmingham. AL,1,915148800,1321488000,1321488000
HYGIEIA, Biotechnology ,3420900,operating,USA,Detroit,4,1167609600,1267056000,1386892800
Hylete, Health and Wellness ,300000,operating,USA,San Diego,1,1331942400,1256169600,1256169600
HylioSoft, Curated Web ,50000,operating,FRA,Rhone-Alpes,1,1086048000,1164931200,1164931200
Hypecal, Mobile ,26001,operating,ESP,Valencia,1,1364774400,1362873600,1362873600
Hypemarks, Ediscovery ,370000,operating,USA,SF Bay Area,2,1320019200,1322784000,1340064000
Hyper9, Software ,15200000,acquired,USA,Austin,3,1136073600,1184544000,1235606400
Hyperactive Media, News ,671800,operating,DEU,Berlin,1,1182902400,1180656000,1180656000
HyperActive Technologies, Restaurants ,7604450,operating,USA,Pittsburgh,3,978307200,1148688000,1329177600
HyperBees, Mobile ,110000,operating,GBR,London,1,1262304000,1338508800,1338508800
HyperBranch Medical Technology, Health Care ,12557041,operating,USA,Raleigh-Durham,8,1041379200,1235520000,1368489600
Hypercontext, Curated Web ,235536,operating,POL,Gdansk,1,1199145600,1199145600,1199145600
Hyperfair, 3D ,2800000,operating,USA,SF Bay Area,2,1262304000,1354320000,1392249600
Hyperic, Cloud Management ,9900000,acquired,USA,SF Bay Area,2,1072915200,1147219200,1181001600
Hyperion Therapeutics, Health Care ,165961509,operating,USA,SF Bay Area,7,1136073600,1188950400,1320364800
Hyperlite Mountain Gear, E-Commerce ,1028880,operating,USA,Portland. Maine,2,1230768000,1289260800,1407974400
Hyperoptic, Curated Web ,75762572,operating,GBR,London,1,1264982400,1369267200,1369267200
Hyperpot, Software ,550000,operating,USA,New York City,2,1228435200,1212451200,1218499200
Hypertension Diagnostics, Biotechnology ,833600,operating,USA,Minneapolis,1,567993600,1331510400,1331510400
Hyper Urban Level User Sweden, Manufacturing ,336000,operating,SWE,Stockholm,1,1072915200,1206576000,1206576000
HyperWeek, Web Tools ,1310000,operating,CHE,Geneva,8,1230768000,1223078400,1338768000
Hypios, Collaboration ,3581700,operating,FRA,Paris,4,1207180800,1199145600,1308096000
Hythiam, Biotechnology ,7448268,operating,USA,Los Angeles,2,946684800,1287446400,1289520000
HZO, Hardware + Software ,33625000,operating,USA,Salt Lake City,4,1293840000,1313366400,1404172800
I2C Technologies, Security ,2250000,operating,USA,Toledo,1,1104537600,1262044800,1262044800
I2IC Corporation, Photography ,620750,operating,USA,SF Bay Area,1,1136073600,1262563200,1262563200
i2i. Inc., Photo Sharing ,100000,operating,USA,Atlanta,2,1345766400,1388620800,1403222400
i2O Water, Clean Technology ,6954965,operating,GBR,London,1,1104537600,1257033600,1257033600
i2we, Social Media ,750000,closed,USA,SF Bay Area,1,1167609600,1212278400,1212278400
i7 Networks, Security ,300000,operating,IND,Bangalore,1,1340150400,1345420800,1345420800
IActive, Software ,4752585,operating,USA,SF Bay Area,2,1167609600,1264982400,1296518400
iAdvize, Telecommunications ,1349401,operating,FRA,Rhone-Alpes,2,1262304000,1267401600,1350345600
